,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,att131,att132,att133,att134,att135,att136,att137,att138,att139,att140
2246,1.7275416,-0.50690174,-2.6071478,-3.6861413,-4.867567,-4.6054178,-3.0223099,-1.8198751,-1.7179312,-0.60750232,0.37725537,0.2310359,0.25993172,0.23279343,0.38383135,0.31371353,0.20382877,0.15553999,0.19739007,0.039541238,0.004295663,0.065857036,0.00838284,-0.052105212,-0.28447908,-0.25619416,-0.26573093,-0.33710409,-0.52186235,-0.60544214,-0.55860428,-0.57524658,-0.74088886,-0.84622334,-0.95137502,-1.0494493,-1.1280736,-1.0582936,-0.9084864,-1.0160783,-0.97416244,-0.85991681,-0.68419696,-0.76171364,-0.65338049,-0.56883458,-0.31960132,-0.28072268,-0.18821012,-0.008063309,-0.016239666,0.051179858,0.023732209,0.079485434,0.11916178,0.11104035,0.10743013,0.20871625,0.092646825,-0.001199728,0.15275806,0.05534049,0.086975717,0.23692822,0.27517622,0.22171484,0.22468491,0.29523129,0.29398078,0.43955261,0.44846011,0.5001079,0.51969527,0.83645069,0.83306252,0.78685625,0.74477309,0.69541058,0.77699869,0.71586032,0.47129806,0.50259513,0.5405737,0.52723162,0.37496901,0.21566582,0.39535643,0.39015093,0.13142431,0.21820817,0.064912033,0.28375114,0.086362239,0.10618077,0.13258019,0.15967589,0.099707272,-0.039054703,0.12323998,0.12886034,0.067775353,0.002110043,-0.10285667,0.16804071,0.21101452,0.35135776,0.6541136,1.2658291,1.3886289,1.2137289,1.1831661,0.90355217,0.83334544,0.90854549,0.98159766,0.74538455,0.34933673,-0.14965209,-0.44018557,-0.23215839,-0.26583176,-0.25415352,-0.28649917,-0.31516191,-0.22385919,-0.30389978,-0.10349571,-0.13649356,-0.26425582,-0.14880118,0.055461889,0.79412573,1.8708097,1.8048398,2.00892,2.1410709,1.905151,1.3025043,0.28637311,0.69515598
1675,1.9979188,-0.16142435,-2.4678183,-3.6674588,-4.5844792,-4.5273039,-3.0706207,-1.9253179,-1.8202074,-0.83559332,-0.006408135,-0.06400241,-0.002593595,0.021803875,-0.005932551,-0.049040294,-0.035245971,-0.063766478,0.066533468,-0.16400517,-0.15081294,-0.19598256,-0.24806675,-0.21730662,-0.16455915,-0.29243267,-0.44119095,-0.34597156,-0.46844189,-0.65067983,-0.72538884,-0.78941703,-0.95372488,-0.9186133,-1.0484486,-0.89859512,-0.92129443,-1.0959519,-0.95226858,-0.96301574,-0.94404666,-0.85667706,-0.71733252,-0.72556586,-0.56322109,-0.42355202,-0.27986529,-0.21872166,-0.087154426,-0.000537164,-0.087927327,-0.014976658,-0.006011422,0.046669464,0.074680064,-0.085123977,0.14750908,0.10030328,0.13915784,0.22406967,0.22049356,0.18240238,0.083657701,0.25361169,0.31479682,0.32219005,0.2393908,0.31300205,0.47055342,0.55799405,0.632595,0.5831145,0.47043975,0.60025549,0.67159453,0.55629877,0.7059688,0.54798255,0.70621654,0.53799023,0.63855084,0.63109928,0.62212159,0.60239682,0.40395346,0.47480903,0.28439359,0.42784267,0.48429234,0.41310585,0.32252703,0.31943925,0.12785681,0.16225968,0.27539756,0.3391133,0.27374627,0.23009915,0.23997041,0.26793258,0.40663874,0.31437781,0.26613982,0.46313013,0.65106529,0.85872327,1.0418253,1.4781336,1.669062,1.3743028,1.3032244,1.060022,0.96746765,0.77946291,1.0543278,0.79184319,0.37206299,-0.11896621,-0.32252385,-0.34308545,-0.3924131,-0.30993938,-0.41440751,-0.23874638,-0.47595169,-0.39154562,-0.42439248,-0.4655865,-0.26559272,-0.35220044,-0.22863557,0.001566799,0.92064551,1.3281005,1.444055,2.0139386,1.9205825,1.7694623,0.95473188,1.1130873
4060,0.77615951,-0.85344362,-2.81113,-4.3196175,-4.5165229,-3.794213,-2.8042514,-1.6125767,-1.4348865,-1.0370971,-0.3218748,-0.3467875,-0.34437352,-0.27968995,-0.3307279,-0.33798393,-0.37775704,-0.2777258,-0.30084025,-0.36217004,-0.40202202,-0.3104859,-0.32786688,-0.31701453,-0.36436076,-0.30897467,-0.45188971,-0.51251054,-0.52043401,-0.63902733,-0.53048505,-0.55476592,-0.69198229,-0.70974686,-0.70201153,-0.74349846,-0.78853296,-0.70313316,-0.65079112,-0.6593181,-0.56310873,-0.57226684,-0.51685616,-0.41766669,-0.39284598,-0.29697642,-0.14700146,-0.15550855,-0.13254724,-0.094238286,-0.070802794,-0.002082114,-0.10675555,0.049432833,0.029639531,0.020938354,0.079664998,-0.008921493,0.036400354,0.12433771,0.18164946,0.13594807,0.13287335,0.16683594,0.20383,0.11671104,0.30331833,0.36577748,0.39363204,0.38077912,0.35723153,0.43996859,0.51791733,0.57490728,0.52124814,0.56480933,0.58074196,0.59490059,0.48929163,0.52133493,0.54896147,0.43346047,0.39427464,0.40174213,0.43839254,0.40815999,0.48068695,0.36591251,0.39754286,0.34923266,0.33064162,0.35536272,0.33710699,0.43850138,0.59071852,0.7063437,0.86692656,1.0324006,1.1970074,1.4203467,1.6500039,2.0318706,1.9743463,1.9072727,1.8551559,1.6976576,1.594203,1.2824719,0.91539756,0.59939717,0.15846999,-0.084330509,-0.20990677,-0.12593225,-0.18111091,-0.26846473,-0.24985472,-0.17575956,-0.30139651,-0.2748639,-0.12559301,-0.27395532,-0.31987563,-0.28768483,-0.18280298,-0.26956089,-0.097791029,0.093190059,0.6704565,1.1851454,0.92022006,0.91554364,0.87865316,0.75804247,0.81493342,0.82689961,1.50292,1.5168071,0.36087222,-2.004949
486,-1.8758913,-4.3750395,-4.5499222,-4.3802988,-3.0885202,-1.9765057,-1.3702149,-0.99495102,-0.19871732,-0.077547018,-0.051389572,-0.11471716,-0.27156357,-0.14943472,-0.18305888,-0.20145913,-0.13293549,-0.20984599,-0.28645504,-0.30926223,-0.40438605,-0.35401432,-0.41760457,-0.4387504,-0.36259085,-0.56677926,-0.56142901,-0.64061216,-0.75046474,-0.76583049,-0.82668384,-0.79980975,-0.82302878,-0.85842366,-0.93697393,-0.94251876,-0.92267567,-0.91026047,-0.930634,-0.8101344,-0.74947045,-0.63478632,-0.49320136,-0.45495662,-0.38385143,-0.29527026,-0.17545182,-0.11925575,-0.11020556,-0.039245402,-0.016308442,-0.067472322,0.010608683,-0.085703972,-0.037945476,0.095791716,0.067042141,0.097024766,0.011633365,0.054445261,0.016906137,-0.017975573,0.12274883,0.10503183,0.17237139,0.26328308,0.27253105,0.43534502,0.47303461,0.39004353,0.48540509,0.47120528,0.47874823,0.53313121,0.61225768,0.69992855,0.72651678,0.59929215,0.57992629,0.54005622,0.58063162,0.52770061,0.49398533,0.50021784,0.47703662,0.42059667,0.33469994,0.35845718,0.36546189,0.37697132,0.27549309,0.29333932,0.22513939,0.14673131,0.27787646,0.29829267,0.41712412,0.30705658,0.51842644,0.60811684,0.7053771,1.0595031,1.1801673,1.1816512,1.5379493,1.8419235,1.6926415,1.6518258,1.6208878,1.4207817,1.0901561,0.79885014,0.66242341,0.20094684,-0.13913232,-0.12270268,-0.12074855,-0.26146534,-0.24328939,-0.22583809,-0.11046205,-0.19879451,-0.18414049,-0.19728396,-0.23696468,-0.15138735,-0.13264157,-0.069509186,-0.033540595,0.063119781,0.80925687,1.6615668,1.625304,1.4557017,1.7224199,1.6389045,1.0806735,0.44976128,0.71604269,0.94483662
3011,0.35959659,-1.4314642,-3.0864195,-4.373803,-4.357416,-3.5490614,-2.1980909,-1.514343,-1.3326449,-0.60896621,-0.16177194,-0.2504628,-0.22454843,-0.20574548,-0.34669671,-0.28880635,-0.2023618,-0.25946333,-0.18899728,-0.30705906,-0.26236706,-0.44027046,-0.43370946,-0.36117086,-0.38506512,-0.38935316,-0.61909563,-0.57515425,-0.60843909,-0.74637651,-0.76436882,-0.83465412,-0.84760129,-0.83111576,-0.95114962,-0.97215532,-1.0003406,-0.94643429,-0.9252351,-0.87652187,-0.87769569,-0.7168951,-0.6065822,-0.56170856,-0.47884772,-0.39712309,-0.30305973,-0.12749227,-0.12366148,-0.050972,-0.1616596,-0.088844142,-0.043669552,0.039040194,-0.018986314,-0.041510533,0.11053041,0.055474926,0.08442137,0.14585582,0.11304934,0.0941619,0.13951981,0.10911488,0.23952746,0.23768627,0.14390661,0.25683993,0.28790961,0.37142901,0.37646612,0.43001006,0.57621332,0.36642556,0.48492595,0.58641607,0.54036765,0.51402525,0.56323897,0.60155104,0.54059796,0.48121135,0.48838706,0.44776273,0.49634963,0.50270985,0.42901654,0.36210889,0.40182164,0.46937836,0.44367475,0.27175333,0.33794309,0.38463127,0.46509527,0.5863577,0.76592749,1.0210296,1.1915791,1.1386244,1.3862534,1.6643181,1.9568935,2.1114761,2.0127758,1.9449036,1.6557337,1.4733561,1.2328497,0.97883089,0.68597439,0.29771015,-0.06658171,-0.22550607,-0.19725035,-0.34195424,-0.31767746,-0.33284717,-0.18605721,-0.21573285,-0.36581476,-0.27830988,-0.27545322,-0.24647622,-0.19991592,-0.13651651,-0.086517766,0.015639202,0.65716886,1.3480833,1.2411712,1.0147758,1.2418205,1.2397312,0.82460139,0.53012221,0.82254482,1.2962031,1.0124499,-0.96903107
870,-0.44579819,-2.462103,-3.6164782,-4.4649659,-4.2680321,-3.6351665,-2.6740737,-1.6949611,-1.4311076,-0.80180109,-0.39259872,-0.33242101,-0.32454224,-0.38534622,-0.29976961,-0.28025754,-0.2432401,-0.33034125,-0.31786367,-0.32097647,-0.31346807,-0.3944983,-0.42382469,-0.4500958,-0.37003087,-0.41927187,-0.49143241,-0.53105772,-0.55193119,-0.57190117,-0.57834644,-0.60859891,-0.56383572,-0.64124302,-0.71103666,-0.70575251,-0.68531963,-0.65071799,-0.65162731,-0.63121737,-0.53055984,-0.50736051,-0.39585775,-0.31318304,-0.27169653,-0.17782779,-0.13924955,-0.076583442,-0.071561988,-0.027648887,-0.019234077,-0.009296084,-0.05903747,-0.082215559,0.034002311,0.075617884,-0.023797997,0.020814768,0.018532693,0.034324529,0.043100606,-0.024070929,0.036334087,-0.007274438,0.022218835,0.081035888,0.059254,0.17142258,0.18068503,0.20114858,0.24759358,0.26033588,0.33397069,0.48986781,0.48291647,0.55987685,0.47042536,0.55065042,0.5089392,0.52069785,0.55120557,0.5835195,0.5379298,0.52673839,0.53494787,0.45541147,0.45602595,0.48378951,0.50040567,0.46567644,0.42241058,0.43966082,0.47366772,0.45039721,0.57376308,0.71394491,0.8226179,1.0212858,1.1425265,1.2394277,1.4257542,1.6072375,1.8414709,1.7109371,1.6308105,1.608493,1.4742519,1.2753653,0.98567974,0.92351016,0.57066384,0.28295753,0.093189725,0.067426592,-0.061143692,-0.063716739,-0.087174426,-0.083548538,-0.098705219,-0.014236485,0.021480277,-0.097160752,0.038060473,-0.00768312,-0.050054347,0.044285559,0.091426069,0.26800086,0.5224181,0.96464891,1.0365332,1.1589735,1.3538654,1.3157528,1.1240272,0.76407523,0.99404144,1.1215399,0.42761338,-1.5766777
2772,1.5565185,0.85876083,-1.5589394,-2.6221347,-3.7673909,-4.2705207,-3.1917805,-2.1843755,-1.7465145,-0.89697112,-0.10954881,-0.07101212,-0.04076295,-0.072116666,-0.13908729,-0.18126991,-0.15824675,-0.11402225,-0.17784463,-0.24999404,-0.28574325,-0.34380828,-0.44256291,-0.30911482,-0.51318198,-0.50928007,-0.66625168,-0.65352592,-0.70798513,-0.86061646,-0.84554338,-0.95372216,-1.0099213,-0.999319,-1.0293805,-1.1209707,-1.0309029,-1.0819176,-0.91441829,-0.98178941,-0.99320771,-0.89494792,-0.62877664,-0.52935139,-0.44699791,-0.36848536,-0.23802893,-0.23442759,-0.13865209,-0.11763925,-0.11829243,0.052257014,0.049068912,0.13391155,0.10722407,0.13498971,0.024429087,0.16095768,0.1990739,0.17293519,0.194196,0.27797641,0.33865627,0.37753243,0.39209288,0.46570456,0.54232164,0.57671517,0.55083262,0.61881191,0.67206483,0.6358981,0.74163092,0.69008487,0.70432635,0.54536105,0.71987459,0.58799578,0.44831382,0.50421633,0.48506717,0.46110265,0.41055624,0.33333418,0.44308554,0.29320494,0.35853249,0.31346136,0.31383183,0.29902726,0.16780297,0.23503743,0.26178237,0.20332722,0.26790617,0.21460066,0.24029343,0.28599374,0.27067743,0.21148331,0.2183158,0.45936026,0.61229718,1.0943657,1.3160187,1.5560103,1.6115253,2.0051977,2.4224479,2.3334815,2.3513767,2.0348012,1.9125959,1.5460045,1.1382187,0.55228418,-0.1850841,-0.5474487,-0.5346915,-0.55522981,-0.60819647,-0.52414478,-0.51698608,-0.51742419,-0.5484436,-0.48129329,-0.50940972,-0.48253812,-0.46010883,-0.52830218,-0.2957886,-0.21195177,0.1121545,1.0311687,0.87692936,1.2533558,1.2800882,0.80600354,0.061307721,0.33818685
4340,0.85715423,-1.7186501,-3.9766879,-4.5936185,-3.5758151,-2.1897621,-1.0594941,-0.81772557,0.001003067,0.77699924,0.72763287,0.78821756,0.81985332,0.7464386,0.6900439,0.79295481,0.61747554,0.66897187,0.6100656,0.56391739,0.51623271,0.42120709,0.47283382,0.31890078,0.2784895,0.21583201,0.12449331,0.14723943,-0.073472074,-0.15490453,-0.19165162,-0.26509571,-0.25861844,-0.37317477,-0.53949944,-0.53394134,-0.51148901,-0.53536768,-0.32994474,-0.40028154,-0.32723008,0.016853565,-0.076160674,0.074603223,0.20787946,0.27025111,0.57002479,0.39984498,0.41409508,0.61128878,0.56351124,0.59548696,0.51269496,0.59976054,0.54880263,0.48667322,0.54292931,0.36490657,0.52833316,0.59428229,0.52501211,0.57268407,0.4349783,0.62253238,0.60658664,0.65592868,0.63863889,0.68244034,0.68716019,0.70814008,0.7377193,0.85466538,0.75118181,0.78740005,0.81450389,0.74548833,0.68435838,0.57132453,0.63649284,0.42156077,0.43150137,0.42747598,0.22368044,0.30559219,0.25236354,0.23616311,0.10541827,0.11935297,0.1375103,0.010335173,0.045268858,-0.071049223,-0.026524302,-0.090868136,-0.12090504,-0.023504636,0.13306231,0.29535047,0.6016022,0.79375108,1.0419887,1.2312658,1.5959552,1.6700467,1.5152084,1.538711,1.4480077,1.0998185,0.67969004,0.30448582,-0.076104857,-0.5477849,-0.91169696,-1.2689906,-1.5289468,-1.4371312,-1.3812548,-1.3899219,-1.5597746,-1.4783806,-1.5507572,-1.6212263,-1.5950315,-1.6194047,-1.4818923,-1.5297664,-1.4536412,-1.5010461,-1.3065658,-0.50525783,0.064300134,-0.0849547,0.097043909,0.2747503,0.33348094,-0.20893053,-0.060077084,0.48828611,0.61386416,-1.3783318
694,1.1816985,0.58666154,-1.3600329,-2.6354304,-3.63063,-4.2106994,-3.2930131,-2.3255317,-1.9911273,-1.2560908,-0.29393885,-0.14288672,-0.27547202,-0.27056712,-0.18942874,-0.14850913,-0.1251049,-0.13277855,-0.30492039,-0.28165428,-0.27118512,-0.27713324,-0.47903289,-0.41694205,-0.49633798,-0.43184205,-0.65130038,-0.70904221,-0.63819011,-0.75602134,-0.85173747,-0.92824157,-0.94105451,-0.99295002,-1.0401219,-1.091641,-1.1277291,-1.1212991,-1.1705321,-1.0722393,-1.1059237,-1.0299145,-0.92698,-0.69579593,-0.6122342,-0.52525228,-0.51149852,-0.28024939,-0.27403889,-0.19932562,-0.04772349,-0.098528294,-0.13115406,-0.04689353,-0.02534529,-0.047677007,0.00093237,0.14168126,0.064475444,0.036509059,0.17546976,0.10692517,0.22671562,0.13002192,0.25307962,0.3311672,0.3134099,0.42584343,0.44751671,0.57770571,0.56888256,0.56643949,0.64829697,0.65837252,0.63967358,0.67727043,0.6267372,0.50786421,0.52809873,0.50500424,0.52193346,0.455322,0.4890018,0.51199421,0.51693196,0.4544811,0.40316602,0.28932225,0.30912119,0.35310116,0.31679181,0.34130125,0.27534429,0.27924662,0.32223888,0.24113179,0.28886419,0.2523614,0.14283185,0.36174431,0.41814904,0.60151174,0.83102162,1.1175722,1.3154785,1.2791188,1.710968,2.1375097,2.3892268,2.3251965,2.2443728,2.0206043,1.8596129,1.424568,1.0139349,0.47549402,-0.11535298,-0.36178054,-0.31918512,-0.36761357,-0.32210881,-0.27271242,-0.38782089,-0.16875785,-0.32418915,-0.35536323,-0.23543284,-0.21849301,-0.13075895,-0.19414665,-0.17393045,0.11746276,0.90993373,1.116631,1.0616099,1.4402126,1.0923131,0.78152507,0.2367912,0.86506691
1581,0.060573363,-0.3610305,-1.4380697,-2.5124154,-3.1968167,-3.4500451,-2.8400456,-2.1102044,-1.9498447,-1.5228996,-0.83745032,-0.85073206,-0.87359865,-0.84420493,-0.78537946,-0.74381907,-0.78293893,-0.75547223,-0.76101437,-0.73176227,-0.84021715,-0.77753907,-0.84763237,-0.81339348,-0.9448031,-0.85860386,-0.85664933,-0.97741729,-0.96173046,-0.97891907,-1.0175103,-1.1124351,-1.0510677,-1.0854045,-1.1720961,-1.1293393,-1.1405404,-1.1720927,-1.134824,-1.1329212,-1.0388608,-0.93818003,-0.91886122,-0.82051178,-0.72168028,-0.61563993,-0.53501593,-0.50961021,-0.36211618,-0.29057923,-0.30148221,-0.31402788,-0.19371504,-0.20782774,-0.1534206,-0.044347011,-0.12454425,-0.039916195,-0.004932985,-0.023304592,-0.029580637,0.02121846,0.051543299,0.045779149,0.18291627,0.25175861,0.25036251,0.26262446,0.36147823,0.3706703,0.41288364,0.42579646,0.48568762,0.50637402,0.50416891,0.45375698,0.5112709,0.52648577,0.50923793,0.45854406,0.51805762,0.49675914,0.5324763,0.46948696,0.49773191,0.45932366,0.58261843,0.52374938,0.50790428,0.45031574,0.45003634,0.45070851,0.42098806,0.42747785,0.56461551,0.52673409,0.49955394,0.57977056,0.48796083,0.48777963,0.51502263,0.58457901,0.78879844,0.9993245,1.1449436,1.2621106,1.3899787,1.58008,1.9036247,1.9238868,1.8407822,1.7140997,1.6409895,1.4841736,1.2948714,0.98880873,0.51743496,0.31213774,0.30148816,0.29806909,0.33203004,0.36568435,0.36797078,0.42990249,0.32995369,0.43388694,0.43420005,0.4403316,0.47625962,0.54277313,0.58620485,0.69731054,1.0257001,1.5477709,1.4357569,1.5666532,1.7941136,1.5756498,1.152364,0.93413486
4362,-1.090191,-3.4802699,-4.4291399,-4.3562918,-3.8120226,-3.002867,-1.7165703,-1.59268,-1.1380392,-0.3866287,-0.33925517,-0.19047346,-0.24806536,-0.35137627,-0.26113547,-0.27654188,-0.26220644,-0.20551445,-0.28146914,-0.26928795,-0.26962544,-0.36295647,-0.40316413,-0.34085968,-0.39434449,-0.38939915,-0.52446547,-0.48610533,-0.53434683,-0.58001563,-0.5061285,-0.67212808,-0.63590232,-0.70389774,-0.69087628,-0.74236395,-0.69748443,-0.53601286,-0.67952103,-0.65247439,-0.4885835,-0.40296223,-0.37334738,-0.2656321,-0.17143442,-0.16621015,-0.024611381,0.035059219,0.041979481,0.11294238,0.21677733,0.13735506,0.13532892,0.10537327,0.15628736,0.25959828,0.21356493,0.15328606,0.17380613,0.17426746,0.15821408,0.19441092,0.28881515,0.30658603,0.26870486,0.37869725,0.27138112,0.33038746,0.44430612,0.41053839,0.51779219,0.44984827,0.60318297,0.58340357,0.54680322,0.63259665,0.59256889,0.53192084,0.65742522,0.68738905,0.60324202,0.54491033,0.47573259,0.54029625,0.45427098,0.4084841,0.4991089,0.46091617,0.42062415,0.36802445,0.37950211,0.42585869,0.43104537,0.30052703,0.46471179,0.49273684,0.71177146,0.88227788,1.0220021,1.1387361,1.3266478,1.6787228,1.9398227,1.8302979,1.7635811,1.7063149,1.6452505,1.4126425,1.0652197,0.92722933,0.58829046,0.14851906,-0.10629768,-0.25496075,-0.38548678,-0.37292146,-0.39258737,-0.33899691,-0.43398333,-0.44031127,-0.44406877,-0.54078697,-0.54329715,-0.46575707,-0.53867507,-0.5521551,-0.42092118,-0.39582501,-0.22060704,0.35420383,0.91860048,0.89268505,1.0988739,1.2333305,1.1632302,0.88991368,0.55094137,0.85218233,1.332799,0.11784171
3060,1.7443993,0.30947076,-2.2413163,-3.5461559,-3.6311431,-3.0879441,-2.3169423,-1.5733766,-1.3997907,-0.9859646,-0.33702034,-0.26076431,-0.29450413,-0.39813082,-0.35488789,-0.26550658,-0.35096738,-0.39764393,-0.38631641,-0.46916428,-0.46474347,-0.5020895,-0.5281902,-0.55991255,-0.6390037,-0.64986449,-0.6615879,-0.70533627,-0.78794546,-0.87587986,-0.92862738,-1.009146,-1.1009686,-1.1680687,-1.3158884,-1.2629059,-1.2435149,-1.3419573,-1.2574019,-1.2455876,-1.2994753,-1.2930673,-1.1172367,-0.98258684,-0.9606121,-0.87359007,-0.69699397,-0.58602109,-0.40587233,-0.35276167,-0.2406872,-0.0373802,-0.035346482,-0.065789845,0.054841706,-0.009911356,0.073660053,0.069023376,0.10256646,0.034268461,0.091989253,0.088021523,0.15565947,0.19484051,0.18531346,0.26966672,0.37601514,0.33178403,0.37012088,0.44007295,0.4352533,0.48050533,0.60022237,0.6347744,0.58449435,0.61892054,0.68723354,0.71980166,0.66200407,0.70309768,0.6659942,0.640879,0.658905,0.57540832,0.57349827,0.51699117,0.52793956,0.45311866,0.46269958,0.46439821,0.49684426,0.51797579,0.53699731,0.50506028,0.5729704,0.66295669,0.72915383,0.8663948,1.0184096,1.140104,1.3086956,1.5947256,1.8910547,1.9133569,1.8592278,1.8186392,1.6646601,1.4678478,1.2703859,1.0383938,0.69392813,0.40848431,0.025355279,-0.14711908,-0.19145145,-0.21616383,-0.20958386,-0.21103671,-0.22414189,-0.18895018,-0.22516643,-0.25779297,-0.30063857,-0.29971101,-0.25255838,-0.20456563,-0.2961357,-0.24338027,-0.016883982,0.39155994,0.80039711,0.7280099,0.83349608,1.0435273,1.3230328,1.2603094,1.1074699,1.3270575,1.9695353,1.6449014
1952,-0.24591966,-2.5400678,-4.0940229,-4.6912569,-3.9359692,-2.7751118,-1.9872335,-1.7186052,-1.0999515,-0.41866217,-0.47149286,-0.4414189,-0.29683236,-0.37360231,-0.33586577,-0.40825634,-0.37639012,-0.34335351,-0.46681458,-0.44508683,-0.46428032,-0.40794991,-0.44510494,-0.42559304,-0.41993148,-0.51699813,-0.60858021,-0.69039688,-0.62376432,-0.63847482,-0.72113097,-0.80373583,-0.89805918,-0.84777076,-0.85334393,-0.90849342,-0.86042195,-0.79349828,-0.77431305,-0.81241155,-0.61322419,-0.62333067,-0.54724154,-0.44520512,-0.37814609,-0.19812108,-0.20938152,-0.0671117,-0.06574454,-0.07564403,0.046702422,-0.033322335,0.080313416,0.016032352,0.03919003,0.09392203,0.12730297,0.1528229,0.1318295,0.078855906,0.15025253,0.13528261,0.20656255,0.2174202,0.15107,0.19663053,0.21356958,0.34292156,0.32638908,0.39821294,0.43833165,0.41277466,0.51475214,0.53395574,0.60018618,0.64132975,0.64299554,0.67429247,0.65853388,0.57267918,0.51229941,0.46319424,0.4749661,0.53482163,0.51099731,0.48252745,0.43399077,0.48291996,0.4751546,0.44282895,0.3505528,0.34681191,0.36167934,0.32091725,0.36109345,0.29196205,0.40863861,0.58065655,0.85973837,1.0744896,1.0608619,1.2073153,1.4637715,1.6695034,1.6456186,1.5776465,1.5021555,1.1526828,1.1247081,0.97578517,0.78524987,0.58255403,0.23072419,-0.00274163,-0.17598304,-0.14834328,-0.20771943,-0.25128082,-0.15534687,-0.14693421,-0.1821475,-0.21252213,-0.13343128,-0.19597474,-0.20578952,-0.18148421,-0.19958817,-0.13372372,-0.01706539,0.30429509,1.0304447,1.2936323,1.4867727,1.9804206,2.2403556,1.8034803,1.1582461,0.6026841,0.94067662,0.4017763
2404,0.59426445,0.4929122,-1.4095784,-2.7562986,-3.6625308,-4.1268619,-3.1034876,-2.1130339,-1.9978106,-1.0809345,-0.27030955,-0.39150829,-0.28125662,-0.27578336,-0.30926829,-0.36078619,-0.31473326,-0.35992243,-0.3893181,-0.40816704,-0.4403014,-0.55978154,-0.66244256,-0.64420697,-0.60349718,-0.72255801,-0.71833769,-0.83077059,-0.78356153,-0.90944344,-1.0130737,-0.96080842,-1.0499105,-1.0757968,-1.1681807,-1.13946,-1.1261846,-1.1407704,-1.1299112,-1.0724448,-1.0128739,-1.0385681,-0.89665629,-0.75410014,-0.5452444,-0.48191961,-0.39479411,-0.38669178,-0.31453721,-0.29188789,-0.19085722,-0.13002624,-0.13949125,-0.21728458,-0.20175632,-0.09960028,-0.035196229,-0.097969274,-0.12187492,-0.10402935,0.057460495,0.10879341,0.1266851,0.15310284,0.14855775,0.24702961,0.21475872,0.30666353,0.34381696,0.30730917,0.34476061,0.42973371,0.40203891,0.56529772,0.59444056,0.57416232,0.69549367,0.68450465,0.54957478,0.60401704,0.5582038,0.48647184,0.47599759,0.50703724,0.46795493,0.38934357,0.43223148,0.42736453,0.48252193,0.32477063,0.4025806,0.3686955,0.31862049,0.34586649,0.23261381,0.25369405,0.39719128,0.31169112,0.30315696,0.25487371,0.46606218,0.47329185,0.65335077,1.1238722,1.222473,1.4442148,1.5468453,1.7738928,2.1525531,2.220545,2.1941819,1.9536846,1.8620056,1.6219651,1.2392368,0.806876,0.25362842,-0.059675008,-0.032940233,-0.010598616,-0.06298447,-0.089230053,0.005422472,-0.020903922,-0.021313039,0.058264445,0.015790028,0.060657141,-0.005711699,0.15548548,0.039998694,0.25794168,0.78911136,1.3522564,1.3110221,1.6523566,1.6012356,1.2544562,0.6298632,0.64294702
1613,-0.87931484,-3.333382,-4.3638097,-4.3952786,-3.8101385,-2.8282826,-1.6532415,-1.4133448,-0.97888001,-0.28616816,-0.25893812,-0.24565342,-0.15783875,-0.30852866,-0.25794572,-0.2256981,-0.27209266,-0.23520899,-0.23721629,-0.23989536,-0.3030666,-0.29069553,-0.36696216,-0.35987511,-0.3978638,-0.44943658,-0.47006138,-0.44329031,-0.50332963,-0.50755029,-0.53123259,-0.53290016,-0.67514409,-0.63208333,-0.58769664,-0.72150557,-0.66472554,-0.59805073,-0.61335555,-0.5091696,-0.45863684,-0.40914531,-0.341408,-0.27573044,-0.19492662,-0.099781248,-0.048622053,0.050779915,0.051731652,0.017633023,-0.028710453,0.024273774,0.091795665,-0.048630938,0.038398038,0.063913143,0.080425529,0.089586807,0.20607595,0.14947732,0.05981185,0.18154513,0.17095433,0.14981774,0.23386184,0.27917254,0.3482346,0.28063595,0.44220873,0.49648946,0.4614421,0.55729731,0.59902099,0.57869668,0.62101898,0.63546633,0.7412737,0.63943522,0.55338381,0.54884759,0.5925146,0.56242696,0.49108898,0.46450791,0.41014961,0.5020434,0.47207922,0.41026864,0.38266111,0.41567911,0.41312555,0.41754051,0.44690856,0.49638086,0.63319764,0.75158762,0.93259013,1.0422824,1.265766,1.5409476,1.8063032,2.0440801,1.9454272,1.9594645,1.8404316,1.6311191,1.4760923,1.1168964,0.90648894,0.57765028,0.19289405,-0.19093554,-0.34611113,-0.29525741,-0.43941125,-0.45123935,-0.40815042,-0.39242701,-0.35986483,-0.33745349,-0.34044087,-0.37901893,-0.45477576,-0.47637934,-0.50448807,-0.34354961,-0.3639161,-0.1869489,0.33914324,0.91509164,1.0675002,0.88299678,1.0533584,1.0371783,0.64893249,0.37746486,0.80183267,1.2222195,0.54179903,-1.7560052
